Unnamed: 0,INCIDENT_ID,DATA_YEAR,PUB_AGENCY_NAME,STATE_ABBR,STATE_NAME,POPULATION_GROUP_DESC,INCIDENT_DATE,TOTAL_OFFENDER_COUNT,OFFENDER_RACE,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES
160058,159398,2012,Salisbury,NC,North Carolina,"Cities from 25,000 thru 49,999",05-NOV-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-White,Individual
160059,161378,2012,Salisbury,NC,North Carolina,"Cities from 25,000 thru 49,999",16-APR-12,1,Black or African American,1,Simple Assault,1.0,Residence/Home,Anti-White,Individual
160060,161379,2012,Salisbury,NC,North Carolina,"Cities from 25,000 thru 49,999",02-NOV-12,1,White,1,Simple Assault,1.0,Drug Store/Doctor's Office/Hospital,Anti-Black or African American,Individual
160061,159399,2012,Rutherford,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",23-OCT-12,0,Unknown,1,Intimidation,1.0,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Individual
160062,161380,2012,Rutherford,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",20-FEB-12,1,Unknown,1,Simple Assault,1.0,Church/Synagogue/Temple/Mosque,Anti-Gay (Male),Individual
160063,159400,2012,King,NC,North Carolina,"Cities from 2,500 thru 9,999",20-SEP-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Grocery/Supermarket,"Anti-Multiple Religions, Group",Business
160064,159401,2012,King,NC,North Carolina,"Cities from 2,500 thru 9,999",03-SEP-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Convenience Store,Anti-Black or African American,Business
160065,161381,2012,King,NC,North Carolina,"Cities from 2,500 thru 9,999",15-AUG-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Convenience Store,Anti-Jewish,Business
160066,161382,2012,King,NC,North Carolina,"Cities from 2,500 thru 9,999",13-SEP-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Government/Public Building,"Anti-Multiple Races, Group",Other
160067,161383,2012,King,NC,North Carolina,"Cities from 2,500 thru 9,999",31-JUL-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Convenience Store,"Anti-Multiple Races, Group",Business
160068,161384,2012,Zebulon,NC,North Carolina,"Cities from 2,500 thru 9,999",27-MAR-12,2,White,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
160069,161385,2012,North Carolina State University,NC,North Carolina,"Cities under 2,500",18-JAN-12,1,White,1,Simple Assault,1.0,Residence/Home,Anti-Black or African American,Individual
166292,167413,2013,Burlington,NC,North Carolina,"Cities from 50,000 thru 99,999",05-NOV-13,1,Unknown,1,Simple Assault,1.0,Residence/Home,Anti-Black or African American,Individual
166293,167414,2013,Wadesboro,NC,North Carolina,"Cities from 2,500 thru 9,999",05-SEP-13,1,Black or African American,1,Aggravated Assault,1.0,Commercial/Office Building,Anti-White,Individual
166294,167415,2013,Lilesville,NC,North Carolina,"Cities under 2,500",06-JUL-13,3,White,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
166295,167416,2013,Leland,NC,North Carolina,"Cities from 10,000 thru 24,999",21-MAR-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Black or African American,Business
166296,167417,2013,Leland,NC,North Carolina,"Cities from 10,000 thru 24,999",03-NOV-13,2,White,1,Simple Assault,1.0,Department/Discount Store,Anti-Gay (Male),Individual
166297,167418,2013,Buncombe,NC,North Carolina,"MSA counties 100,000 or over",07-AUG-13,2,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
166298,167419,2013,Buncombe,NC,North Carolina,"MSA counties 100,000 or over",18-AUG-13,0,Unknown,4,Intimidation,4.0,Residence/Home,Anti-Hispanic or Latino,Individual
166299,167420,2013,Buncombe,NC,North Carolina,"MSA counties 100,000 or over",24-NOV-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Other
166300,167421,2013,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",08-OCT-13,0,Unknown,1,Simple Assault,1.0,Residence/Home,Anti-White,Individual
166301,167422,2013,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",21-JAN-13,0,Unknown,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Other Race/Ethnicity/Ancestry,Individual
166302,167423,2013,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",25-JAN-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-Black or African American,Government
166303,167424,2013,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",09-MAR-13,2,Multiple,1,Intimidation,1.0,Residence/Home,Anti-Jewish,Individual
166304,167425,2013,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",24-AUG-13,1,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-White,Individual
166305,167426,2013,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",24-AUG-13,1,White,1,Robbery,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual
166306,167427,2013,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",30-AUG-13,1,White,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
166307,167428,2013,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",11-NOV-13,1,White,1,Aggravated Assault,1.0,Other/Unknown,Anti-Black or African American,Individual
166308,167429,2013,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",14-NOV-13,1,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Lesbian (Female),Individual
166309,167430,2013,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",06-DEC-13,1,White,1,Intimidation,1.0,Residence/Home,Anti-Jewish,Individual
166310,167431,2013,Morganton,NC,North Carolina,"Cities from 10,000 thru 24,999",20-MAY-13,0,Unknown,1,Aggravated Assault,1.0,Residence/Home,Anti-Black or African American,Individual
166311,167432,2013,Cabarrus,NC,North Carolina,"MSA counties from 25,000 thru 99,999",13-AUG-13,2,Black or African American,2,Aggravated Assault;Simple Assault,2.0,Jail/Prison/Penitentiary/Corrections Facility,Anti-Other Race/Ethnicity/Ancestry,Individual
166312,167433,2013,Concord,NC,North Carolina,"Cities from 50,000 thru 99,999",09-JUN-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
166313,167434,2013,Catawba,NC,North Carolina,"MSA counties from 25,000 thru 99,999",22-JUL-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
166314,167435,2013,Hickory,NC,North Carolina,"Cities from 25,000 thru 49,999",02-MAY-13,1,White,2,Simple Assault,2.0,Government/Public Building,Anti-Gay (Male),Individual
166315,167436,2013,Siler City,NC,North Carolina,"Cities from 2,500 thru 9,999",13-JAN-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Business
166316,167437,2013,Siler City,NC,North Carolina,"Cities from 2,500 thru 9,999",24-SEP-13,1,White,1,Simple Assault,1.0,Other/Unknown,Anti-Black or African American,Individual
166317,167438,2013,New Bern,NC,North Carolina,"Cities from 25,000 thru 49,999",15-JUN-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Unknown
166318,167439,2013,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",28-MAR-13,1,White,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
166319,167440,2013,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",22-JUN-13,1,Black or African American,1,Simple Assault,1.0,Residence/Home,Anti-White,Individual
166320,167441,2013,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",18-JUL-13,1,Black or African American,1,Intimidation,1.0,Department/Discount Store,Anti-White,Individual
166321,167442,2013,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",14-NOV-13,1,White,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
166322,167443,2013,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",13-JUL-13,1,White,6,Destruction/Damage/Vandalism of Property;Simple Assault,3.0,Other/Unknown,Anti-Other Race/Ethnicity/Ancestry,Individual
166323,167444,2013,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",15-MAR-13,1,Black or African American,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-Other Religion,Individual
166324,167445,2013,Thomasville,NC,North Carolina,"Cities from 25,000 thru 49,999",05-SEP-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-White,Individual
166325,167446,2013,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",30-JAN-13,2,Black or African American,1,Robbery,1.0,Field/Woods,Anti-Gay (Male),Individual
166326,167447,2013,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",13-MAR-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Other Race/Ethnicity/Ancestry,Individual
166327,167448,2013,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",13-JUL-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Individual
166328,167449,2013,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",10-AUG-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Rental Storage Facility,Anti-Lesbian (Female),Individual
166329,167450,2013,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",21-AUG-13,6,Black or African American,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-Gay (Male),Individual
166330,167451,2013,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",12-SEP-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
166331,167452,2013,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",01-JAN-13,3,White,1,Robbery,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
166332,167453,2013,Rocky Mount,NC,North Carolina,"Cities from 50,000 thru 99,999",29-JUN-13,1,White,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
166333,167454,2013,Rocky Mount,NC,North Carolina,"Cities from 50,000 thru 99,999",13-JUL-13,5,Black or African American,2,Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual
166334,167455,2013,Wake Forest University,NC,North Carolina,"Cities under 2,500",12-SEP-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School-College/University,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Other
166335,167456,2013,Wake Forest University,NC,North Carolina,"Cities under 2,500",04-FEB-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,School-College/University,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
166336,167457,2013,North Carolina School of the Arts,NC,North Carolina,"Cities under 2,500",29-JAN-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Government/Public Building,Anti-Black or African American,Government
166337,167458,2013,North Carolina School of the Arts,NC,North Carolina,"Cities under 2,500",05-OCT-13,0,Unknown,1,Simple Assault,1.0,School/College,Anti-Asian,Individual
166338,167459,2013,Gastonia,NC,North Carolina,"Cities from 50,000 thru 99,999",09-JUN-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Religious Organization
166339,167460,2013,Oxford,NC,North Carolina,"Cities from 2,500 thru 9,999",03-NOV-13,2,White,1,Burglary/Breaking & Entering,1.0,Hotel/Motel/Etc.,Anti-Black or African American,Individual
166340,167461,2013,Creedmoor,NC,North Carolina,"Cities from 2,500 thru 9,999",07-AUG-13,4,Black or African American,1,Intimidation,1.0,Residence/Home,Anti-White,Individual
166341,167462,2013,Guilford,NC,North Carolina,"MSA counties 100,000 or over",12-MAY-13,1,Black or African American,1,Simple Assault,1.0,Jail/Prison/Penitentiary/Corrections Facility,Anti-Gay (Male),Individual
166342,167463,2013,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",17-APR-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
166343,167464,2013,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",03-OCT-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
166344,167465,2013,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",14-NOV-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Restaurant,"Anti-Multiple Races, Group",Individual
166345,167466,2013,University of North Carolina:,NC,North Carolina,"Cities under 2,500",08-SEP-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,School/College,Anti-Gay (Male),Individual
166346,167467,2013,University of North Carolina:,NC,North Carolina,"Cities under 2,500",18-OCT-13,1,Black or African American,1,Simple Assault,1.0,School/College,Anti-Lesbian (Female),Individual
166347,167468,2013,University of North Carolina:,NC,North Carolina,"Cities under 2,500",04-DEC-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Government
166348,167469,2013,Iredell,NC,North Carolina,"MSA counties 100,000 or over",04-JUN-13,4,White,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Catholic,Religious Organization
166349,167470,2013,Iredell,NC,North Carolina,"MSA counties 100,000 or over",28-JUL-13,4,White,1,Not Specified,0.0,Church/Synagogue/Temple/Mosque,Anti-Catholic,Religious Organization
166350,167471,2013,Iredell,NC,North Carolina,"MSA counties 100,000 or over",04-JUN-13,4,White,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Catholic,Religious Organization
166351,167472,2013,Iredell,NC,North Carolina,"MSA counties 100,000 or over",22-JUL-13,4,White,1,Not Specified,0.0,Church/Synagogue/Temple/Mosque,Anti-Catholic,Religious Organization
166352,167473,2013,Iredell,NC,North Carolina,"MSA counties 100,000 or over",19-JUL-13,4,White,1,Not Specified,0.0,Church/Synagogue/Temple/Mosque,Anti-Catholic,Religious Organization
166353,167474,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",11-JAN-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Department/Discount Store,Anti-Jewish,Business
166354,167475,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",18-JAN-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
166355,167476,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",26-JAN-13,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
166356,167477,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",26-JAN-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,Anti-Gay (Male),Business
166357,167478,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",10-FEB-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Islamic (Muslim),Individual
166358,167479,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",28-FEB-13,2,Black or African American,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual
166359,167480,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",17-MAR-13,1,Black or African American,1,Intimidation,1.0,Residence/Home,Anti-Gay (Male),Individual
166360,167481,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",19-MAR-13,1,White,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
166361,167482,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",20-MAR-13,0,Unknown,1,Intimidation,1.0,Parking/Drop Lot/Garage,Anti-Jewish,Individual
166362,167483,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",24-MAR-13,0,Unknown,2,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,Anti-Gay (Male),Individual
166363,167484,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",08-APR-13,1,White,1,Aggravated Assault,1.0,Residence/Home,Anti-Gay (Male),Individual
166364,167485,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",14-APR-13,0,Unknown,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual
166365,167486,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",02-MAY-13,1,Black or African American,1,Intimidation,1.0,School/College,Anti-Hispanic or Latino,Individual
166366,167487,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",10-JUN-13,2,Black or African American,2,Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual
166367,167488,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",28-AUG-13,3,Black or African American,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual
166368,167489,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",10-SEP-13,1,Black or African American,1,Aggravated Assault,1.0,Construction Site,Anti-Hispanic or Latino,Individual
166369,167490,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",10-OCT-13,0,Unknown,2,Destruction/Damage/Vandalism of Property,2.0,Parking/Drop Lot/Garage,"Anti-Multiple Races, Group",Individual
166370,167491,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",16-OCT-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Business
166371,167492,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",02-NOV-13,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,Anti-Jewish,Business
166372,167493,2013,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",06-DEC-13,3,White,1,Intimidation,1.0,Convenience Store,Anti-Black or African American,Individual
